,beta_age,beta_failures,beta_Medu,beta_absences,beta_G2,beta_sex_M,beta_higher_yes,beta_intercept,missing_higher_yes_0,missing_higher_yes_1,missing_higher_yes_2,missing_higher_yes_3,missing_higher_yes_4,missing_higher_yes_5,missing_higher_yes_6,missing_higher_yes_7,missing_higher_yes_8,missing_higher_yes_9,missing_higher_yes_10,missing_higher_yes_11,missing_higher_yes_12,missing_higher_yes_13,missing_higher_yes_14,missing_higher_yes_15,missing_higher_yes_16,missing_higher_yes_17,missing_higher_yes_18,missing_absences_0,missing_absences_1,missing_absences_2,missing_absences_3,missing_absences_4,missing_absences_5,missing_absences_6,missing_absences_7,missing_absences_8,missing_absences_9,missing_absences_10,missing_absences_11,missing_absences_12,missing_absences_13,missing_absences_14,missing_absences_15,missing_absences_16,sigmas2,alpha0,alphas1,gammas0,gammas1
10,-0.10040622140764201,-0.26753309848267554,-0.21693822691903875,0.0387577634037564,1.085822861967003,0.13618556114537805,0.4048570353568174,0.5917797523473645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,3.0,4.0,1.0,4.0,0.0,1.0,4.0,2.0,3.0,3.0,4.0,0.0,3.1455056241964887,5.294065828352128,2.128379578760005,-0.10522397775153541,0.05647778075484286
11,-0.18720428449186505,-0.072411059668569,-0.08798943168049904,0.05046721389321666,1.0540999073277557,-0.14072640166834854,0.2713880838900878,2.0927970765546213,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.599024348322999,5.294065828352128,2.128379578760005,-0.6132601026505616,0.05647778075484286
12,-0.23685413491579432,-0.08978778708871368,0.17916017338585052,0.051075739036974335,1.085199358255007,0.2934166048201979,0.789254753865863,1.0945986191966035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,3.0,3.0,3.0,2.0,0.0,4.0,3.0,6.0,2.0,2.0,2.0,6.0,5.0,1.0,4.111929006212347,5.294065828352128,2.128379578760005,0.2916745377020616,0.05647778075484286
13,-0.26674138603226005,-0.20008100445863042,0.0014843866413176447,0.08572620469775692,1.0872675963595178,0.6984281819759078,0.09081924545041911,2.400849758354611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,9.0,8.0,6.0,11.0,3.0,7.0,6.0,5.0,4.0,2.0,3.0,3.0,6.0,5.0,6.0,3.9761135455196506,5.294065828352128,2.128379578760005,0.2916745377020616,0.05647778075484286
14,-0.20946805780541256,0.07600571803163686,0.0939558206525505,0.046531503898266456,1.1212665551153473,0.15054862235707211,0.10476286184208536,1.0081223063962037,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,5.0,2.0,3.0,1.0,6.0,5.0,3.0,2.0,6.0,5.0,2.0,5.0,7.0,4.0,3.6516088041664116,5.294065828352128,2.128379578760005,0.2890880927163532,0.056617495576873955
15,-0.1216339544318321,-0.30820742081141067,-0.20400899995131494,0.04195723429977562,1.0950242393678056,0.13948448870374067,0.23679967652516676,0.9037740215267782,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,8.0,3.0,6.0,8.0,5.0,2.0,4.0,3.0,5.0,4.0,7.0,3.0,3.0,4.083492385161768,5.294065828352128,2.128379578760005,0.31685440043879887,0.056617495576873955
16,-0.1344979572305367,0.055704519569452604,0.18469090142737923,0.020532833502479197,1.082213187908487,0.11956681842662523,0.22279587033707038,0.11627937326349902,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,8.0,5.0,3.0,4.0,2.0,2.0,4.0,0.0,2.0,4.0,3.0,5.0,4.0,6.0,4.0,3.0,3.051831156370291,5.294065828352128,2.128379578760005,0.31685440043879887,0.056617495576873955
17,-0.1807560584386309,-0.17045475808780053,0.01630498332870768,0.0560177013621276,1.0324635686408121,0.24711806737882222,0.32806038803052606,1.776342329033628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,2.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,2.0,6.0,7.0,8.0,4.0,2.0,3.742269284311876,5.294065828352128,2.128379578760005,0.3649950881470913,0.056617495576873955
18,-0.1625087692821911,-0.10207162870991854,0.09495119647093767,0.05126679254306558,1.1016314749977922,0.5534676420075938,-0.1475296137755125,0.8862184478344024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.836494178836805,5.294065828352128,2.128379578760005,0.28136366265167634,0.056617495576873955
19,-0.07142619543916026,-0.5057237808139254,0.06494450182303135,0.030015402348798296,1.0945738864496948,0.38116953420813615,-0.12330565985803199,-0.45309213925533565,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,8.0,5.0,7.0,1.0,2.0,4.0,3.0,2.0,1.0,3.0,9.0,5.0,2.0,5.0,4.0,3.8578940053833852,5.294065828352128,2.128379578760005,0.1219603961874153,0.056617495576873955
20,-0.06832839611550515,-0.45858601773520824,0.06314173051015537,0.052007738483672135,1.020126881865491,-0.1309753856926818,0.14554287509934052,0.3146220069169672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,2.0,3.0,1.0,2.0,2.0,4.0,7.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,2.0,3.9268516639435513,5.294065828352128,2.128379578760005,0.23917824661676707,0.056617495576873955
21,0.07976640267557855,-0.018289839047229278,-0.0799741127076417,0.04514343858391782,1.0858937522252896,0.09471572686860755,0.337315324843498,-2.9242534130377784,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,4.0,5.0,4.0,3.0,7.0,7.0,4.0,1.0,3.0,3.0,7.0,4.0,1.0,1.0,6.0,3.9696828645135778,5.294065828352128,2.128379578760005,0.36065187049962644,0.056617495576873955
22,0.015150585947565381,-0.3199408435470255,-0.008810459288866817,0.029009872671359217,1.0944423396197513,0.16395099878980995,0.5222384782007765,-2.162615077786346,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,4.0,7.0,5.0,6.0,7.0,2.0,2.0,8.0,2.0,7.0,4.0,2.0,5.0,3.649643105871038,5.294065828352128,2.128379578760005,0.5038246262850166,0.056617495576873955
23,-0.1445894364395229,-0.4066578021672905,0.07789349338660094,0.05477660501851589,1.070885405739581,0.42407264233963576,0.7377512354220864,-0.004674169027956476,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,7.0,2.0,9.0,5.0,8.0,5.0,3.0,5.0,7.0,6.0,6.0,3.0,2.0,4.0,4.193573196491488,5.294065828352128,2.128379578760005,0.42928261769257814,0.056617495576873955
24,-0.15385018415324314,-0.2821597070676658,-0.04472309561935667,0.038974439612853906,1.0503396184337583,-0.13152493694287803,0.3538822800911515,1.4564880050974407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,5.0,3.0,1.0,3.0,6.0,5.0,6.0,5.0,2.0,4.0,2.0,1.0,6.0,7.0,3.0,0.0,4.00080522672939,5.294065828352128,2.128379578760005,0.33872010391213914,0.056617495576873955
25,-0.16628676526630254,-0.29942196635456797,0.012832528530898316,0.059831796668767465,1.054122106430394,0.6459441962509742,0.06491202864366372,1.1631627787565937,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,6.0,6.0,3.0,2.0,9.0,12.0,8.0,8.0,8.0,4.0,6.0,5.0,5.0,5.0,5.0,7.0,3.8663715424119443,5.294065828352128,2.128379578760005,0.6962275044002595,0.056617495576873955
26,-0.20832006075231657,-0.2907472596031675,-0.048182172263814126,0.08596494830586407,1.0917850343939164,0.5970356446870652,1.0185571722275952,0.6884136398750087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,5.0,9.0,7.0,7.0,7.0,6.0,7.0,9.0,3.0,5.0,2.0,5.0,10.0,6.0,7.0,3.5005847924184437,5.294065828352128,2.128379578760005,0.6962275044002595,0.056617495576873955
27,-0.024818751842545395,-0.4088402418042372,0.09438911604327165,0.03399031663968691,1.1005141463419577,0.2871179749396866,0.48985050767393357,-1.8040187284323639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,7.0,4.0,5.0,3.0,6.0,6.0,2.0,3.0,5.0,6.0,4.0,3.0,3.0,4.0,8.0,7.0,3.8417688513900647,5.294065828352128,2.128379578760005,0.6588045737930777,0.056617495576873955
28,-0.08541639084136524,-0.3254900465176211,0.14261143912157895,0.05645757023761126,1.0873853495166526,-0.013706080176815127,-0.17297791268674978,-0.2450312487263906,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,7.0,7.0,5.0,3.0,2.0,8.0,5.0,5.0,2.0,4.0,3.0,3.0,3.0,6.0,3.0,3.412346700614153,5.294065828352128,2.128379578760005,0.5091632300190367,0.056617495576873955
29,0.08407317557679375,-0.4582402390096667,0.04973587994062709,0.03643049553561967,1.0343289712746748,0.23208182756351226,0.7497704684956235,-3.028532135196209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2.0,4.0,3.0,3.0,4.0,8.0,10.0,5.0,4.0,6.0,4.0,4.0,9.0,8.0,6.0,3.672384083807556,5.294065828352128,2.128379578760005,0.4906349105920505,0.056617495576873955
30,-0.13233800940013973,-0.29900469158446563,0.02463576838625666,0.046793367995391945,1.0836950668250644,-0.028399021852498985,0.1639035301128963,0.6058109631877016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,3.0,6.0,2.0,7.0,3.0,10.0,6.0,3.0,5.0,5.0,7.0,3.0,6.0,7.0,3.5719638115640158,5.294065828352128,2.128379578760005,0.4986175817939092,0.056617495576873955
31,-0.04155583078298439,-0.16352679945896703,0.10712293070624475,0.05423899265032388,1.064750472630575,0.20464925603497405,0.23036257249842335,-1.0896482135948673,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,1.0,3.0,4.0,5.0,7.0,5.0,9.0,6.0,5.0,4.0,6.0,2.0,7.0,8.0,3.41387505390456,5.294065828352128,2.128379578760005,0.5697675475747073,0.05149260971458457
32,-0.10707277317013573,-0.31243004144977704,-0.11349728190552275,0.0770177446336417,1.0656055861756162,0.031586953175871096,-0.3629637113130284,1.2750559082799198,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,6.0,4.0,6.0,7.0,5.0,7.0,8.0,2.0,7.0,5.0,5.0,6.0,5.0,6.0,6.0,2.0,3.6418661187350523,5.294065828352128,2.128379578760005,0.7826438422325276,0.05149260971458457
33,-0.04870164826411097,-0.10893590585470103,-0.17462471109498268,0.04101576145848858,1.1097728929446948,0.1421618630123776,0.5901195112434774,-0.9547360435192425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,11.0,5.0,6.0,4.0,6.0,8.0,6.0,6.0,6.0,4.0,4.0,4.0,8.0,3.0,3.1792752467294623,5.294065828352128,2.128379578760005,0.7724280177681768,0.05149260971458457
34,-0.017886907578893524,-0.1250704835241236,-0.02597388934960373,0.048407333679203274,1.0499008950408668,0.179086911382491,0.060360132311788384,-0.8565814524460731,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,4.0,6.0,3.0,4.0,2.0,2.0,8.0,5.0,6.0,7.0,3.0,8.0,7.0,5.0,6.0,1.0,3.807196995929175,5.294065828352128,2.128379578760005,0.7724280177681768,0.05149260971458457
35,-0.04618665450534566,-0.3833604678695832,0.009941996442514995,0.06161847992207077,1.0927499803439145,0.43492038480141404,0.0012537444531806052,-0.9117092586078581,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,3.0,6.0,3.0,2.0,7.0,5.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0,3.9594535498092265,5.294065828352128,2.128379578760005,0.39409660593955737,0.05149260971458457
36,-0.0022661415180378758,-0.1997581282095493,-0.006653143488821558,0.03230165881638205,1.062600346432637,-0.25481034672055847,0.3565760218771189,-1.2055188743842755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,7.0,2.0,4.0,5.0,5.0,5.0,9.0,6.0,7.0,4.0,5.0,8.0,3.0,7.0,5.0,3.6966629004454985,5.294065828352128,2.128379578760005,0.6685364736247272,0.05149260971458457
37,-0.2114425806019551,-0.0724331356649163,0.03192286025820397,0.06351357788201692,1.0827605121369956,0.3596419776999077,0.4354291221976852,1.2533291159913564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,6.0,5.0,4.0,4.0,6.0,4.0,7.0,6.0,3.0,3.9207227778366676,5.294065828352128,2.128379578760005,0.6685364736247272,0.05149260971458457
38,-0.01428183194315015,-0.3188888343657929,0.1174497829501941,0.033057284020555994,1.0208047191831457,0.20154753970580908,-0.045174565354187846,-0.7178197205268659,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,12.0,12.0,6.0,4.0,7.0,11.0,5.0,11.0,8.0,2.0,9.0,9.0,6.0,7.0,16.0,9.0,3.7633006978855144,5.294065828352128,2.128379578760005,1.118022502428598,0.05149260971458457
39,-0.08471401909493279,-0.17197031966248455,0.12391205884730566,0.045746184781936115,1.0588556837448857,0.30987985851947397,-0.512604954734365,0.2951790028546632,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,6.0,8.0,11.0,8.0,8.0,5.0,11.0,10.0,3.0,5.0,4.0,5.0,9.0,9.0,10.0,3.5626826439557284,5.294065828352128,2.128379578760005,1.0259960241433506,0.05149260971458457
40,-0.1466124692949522,-0.20072363189054607,-0.19092081717158724,0.059623766989233065,1.086195582089921,0.16829709787068353,-0.0033078997523738607,1.4989076487906532,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,9.0,10.0,7.0,8.0,11.0,7.0,7.0,7.0,5.0,8.0,6.0,7.0,8.0,9.0,5.0,3.6896989115175947,5.294065828352128,2.128379578760005,1.0259960241433506,0.05875491010854973
41,-0.015607243865143339,-0.40193856751925516,0.1311135294524082,0.04410395059815112,1.0814136378576211,0.2392405710741034,-0.6807360431722602,-0.7859065458165804,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,10.0,6.0,12.0,9.0,4.0,6.0,16.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,10.0,7.0,3.9231466267320285,5.294065828352128,2.128379578760005,1.0259960241433506,0.05875491010854973
42,-0.06219952370817179,-0.15864511384170732,-0.11198085560848095,0.05789357975903684,1.0990451308074964,0.18990717922083328,0.3270646413222559,-0.7098097063344244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,8.0,10.0,7.0,5.0,12.0,12.0,6.0,9.0,8.0,16.0,11.0,11.0,11.0,7.0,7.0,10.0,3.7532703765243123,5.294065828352128,2.128379578760005,1.1166190043472184,0.05875491010854973
43,-0.1862825080582537,-0.42825914236733725,-0.0479168478994051,0.08048120361249678,1.0861026609272606,0.41062868966213556,0.7324035781235544,0.8832541917872794,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,8.0,18.0,12.0,15.0,10.0,9.0,12.0,12.0,8.0,9.0,10.0,8.0,9.0,7.0,9.0,18.0,4.12891594601287,5.294065828352128,2.128379578760005,1.200926766915662,0.05875491010854973
44,-0.23545815944775494,-0.0651198213162853,-0.020259463257607545,0.07118134425179584,1.0513521863721076,0.26827867843893116,-0.240881276890892,2.972986574817479,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,8.0,11.0,12.0,12.0,7.0,12.0,8.0,12.0,14.0,3.0,8.0,8.0,8.0,8.0,7.0,11.0,3.25376888814638,5.294065828352128,2.128379578760005,1.200926766915662,0.05875491010854973
45,-0.0794862715043386,-0.32007520768391073,-0.13178099679904048,0.04558116377288221,1.1036241545148888,0.22870053033367543,-0.29623039725484057,0.24790343758544806,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,15.0,6.0,17.0,13.0,5.0,7.0,11.0,7.0,7.0,14.0,9.0,9.0,10.0,17.0,9.0,8.0,3.337871537897727,5.294065828352128,2.128379578760005,1.200926766915662,0.05875491010854973
46,-0.16632255360119744,-0.1806011385765628,0.10468552206957503,0.04585496314362995,1.0448349583279277,0.3785902293740512,0.7289958080142218,0.6728874860291787,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,8.0,11.0,10.0,16.0,12.0,7.0,9.0,10.0,8.0,11.0,6.0,5.0,12.0,13.0,7.0,10.0,3.7435514649792734,5.294065828352128,2.128379578760005,1.1206239702476322,0.05875491010854973
47,-0.28484509880019476,-0.4666806203930307,0.04697434796395405,0.05389552587708843,1.0838722886114105,0.35835157070128026,0.33574817623691344,2.7769673274388373,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,15.0,11.0,10.0,8.0,8.0,9.0,10.0,12.0,11.0,10.0,7.0,14.0,13.0,5.0,13.0,4.0634340737636,5.294065828352128,2.128379578760005,1.1206239702476322,0.05875491010854973
48,-0.019235386484248135,-0.5260719145734505,-0.201755122070701,0.05300729433389237,1.0489947838062534,0.3069592362624407,0.8258823121848662,-0.9675111526073996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,12.0,7.0,10.0,5.0,7.0,7.0,11.0,11.0,9.0,6.0,2.0,14.0,11.0,11.0,12.0,3.9525915285427606,5.294065828352128,2.128379578760005,1.1206239702476322,0.05875491010854973
